N-gram Similarity,Levenshtein Similarity,Contract Address,File Path
81.29,70.76,0x38344d80980218b7ce2a8295bea89c9a77b178c4,smart-contract-sanctuary-ethereum/contracts/mainnet/38/38344d80980218b7ce2a8295bea89c9a77b178c4_Redicon.sol
80.94,72.66,0x416ad97e2e8a4d0c53901a02ead93c4dc87df0a7,smart-contract-sanctuary-ethereum/contracts/mainnet/41/416ad97e2e8a4d0c53901a02ead93c4dc87df0a7_EASTADScredits.sol
80.94,72.20,0x2455ed09deb8c6b72cc3b478998cea1efde2e71d,smart-contract-sanctuary-ethereum/contracts/mainnet/24/2455ed09deb8c6b72cc3b478998cea1efde2e71d_eastadsCredits.sol
80.94,72.92,0x99b09a9b9e9c26b3e65d84fcc9a1cd8acb289e25,smart-contract-sanctuary-ethereum/contracts/mainnet/99/99b09a9b9e9c26b3e65d84fcc9a1cd8acb289e25_eastadscredits.sol
80.94,73.12,0xc6C9DB23d0Dd0469B0Bf97f365Ae816274baA19a,smart-contract-sanctuary-ethereum/contracts/mainnet/c6/c6C9DB23d0Dd0469B0Bf97f365Ae816274baA19a_eastadsCREDITS.sol
79.86,70.40,0x4a4d444820e8c4d65a5477f49933f0c3694cd967,smart-contract-sanctuary-ethereum/contracts/mainnet/4a/4a4d444820e8c4d65a5477f49933f0c3694cd967_MediaCash.sol
79.86,70.76,0x0afc375f602443777cf3d2604de34145776cbd9b,smart-contract-sanctuary-ethereum/contracts/mainnet/0a/0afc375f602443777cf3d2604de34145776cbd9b_MucToken.sol
79.86,71.59,0xc9b7efda643691b01b6ed3336183031e00b40273,smart-contract-sanctuary-ethereum/contracts/mainnet/c9/c9b7efda643691b01b6ed3336183031e00b40273_Upfinex.sol
79.50,70.04,0xc1bfccc6603770be294f1c472d2332f7b9bb9993,smart-contract-sanctuary-ethereum/contracts/mainnet/c1/c1bfccc6603770be294f1c472d2332f7b9bb9993_StreamPredictionsToken.sol
79.50,71.12,0x73f2e172a74e24eb28f47cd8fbf80257f9a8ab2a,smart-contract-sanctuary-ethereum/contracts/mainnet/73/73f2e172a74e24eb28f47cd8fbf80257f9a8ab2a_Zeroexchange.sol
79.50,70.76,0x191217777cb44c000700fbf76696a098f74c566c,smart-contract-sanctuary-ethereum/contracts/mainnet/19/191217777cb44c000700fbf76696a098f74c566c_Redicon.sol
79.50,71.48,0x760b8b38a0bd67d5fbd067a46c8bab797d9648b7,smart-contract-sanctuary-ethereum/contracts/mainnet/76/760b8b38a0bd67d5fbd067a46c8bab797d9648b7_SHOP.sol
79.50,71.12,0x754cfea697ebdf4902f4597c69200ef469d7d466,smart-contract-sanctuary-ethereum/contracts/mainnet/75/754cfea697ebdf4902f4597c69200ef469d7d466_EmClassic.sol
79.50,71.12,0x9db6c7c5e05369c556f3e61d3456cac2646535b4,smart-contract-sanctuary-ethereum/contracts/mainnet/9d/9db6c7c5e05369c556f3e61d3456cac2646535b4_TCoin.sol
79.50,71.12,0x1d3567f6ec3e1ff18bac8691fa6af9257e6465d9,smart-contract-sanctuary-ethereum/contracts/mainnet/1d/1d3567f6ec3e1ff18bac8691fa6af9257e6465d9_KudoCoin.sol
79.50,71.12,0x35558e75b4825bcb7d130fb974e61d31e4428bab,smart-contract-sanctuary-ethereum/contracts/mainnet/35/35558e75b4825bcb7d130fb974e61d31e4428bab_ArnoldCoin.sol
79.50,71.48,0x0cec99491a56be554f3905316095446e91b4b717,smart-contract-sanctuary-ethereum/contracts/mainnet/0c/0cec99491a56be554f3905316095446e91b4b717_WhiteElephant.sol
79.50,71.12,0xf71185ae3af1e823f79a55d70fb1ec68328aade8,smart-contract-sanctuary-ethereum/contracts/mainnet/f7/f71185ae3af1e823f79a55d70fb1ec68328aade8_NewOrleansCoin.sol
79.50,71.12,0xe031457dd79af958b30968ed9ed0b1d8ec8d3e74,smart-contract-sanctuary-ethereum/contracts/mainnet/e0/e031457dd79af958b30968ed9ed0b1d8ec8d3e74_Illuminatus.sol
