N-gram Similarity,Levenshtein Similarity,Contract Address,File Path
100.00,75.48,0xa50c298118e89e0cc465f2a1705c7579f67b6f26,smart-contract-sanctuary-ethereum/contracts/mainnet/a5/a50c298118e89e0cc465f2a1705c7579f67b6f26_UController.sol
98.51,73.75,0x036af46b35c5fe11c1c48bc0301e325738f44c4a,smart-contract-sanctuary-ethereum/contracts/mainnet/03/036af46b35c5fe11c1c48bc0301e325738f44c4a_Call.sol
98.51,73.75,0x132095729ce5c27d4b8bc9a2a53ecadfabeba073,smart-contract-sanctuary-ethereum/contracts/mainnet/13/132095729ce5c27d4b8bc9a2a53ecadfabeba073_Put.sol
98.51,73.75,0x04039bcdd52128f7f0ddab7b501c4d7b8dcb530b,smart-contract-sanctuary-ethereum/contracts/mainnet/04/04039bcdd52128f7f0ddab7b501c4d7b8dcb530b_Factory.sol
98.51,73.75,0x946cd42a99635e5f3ad891a2636ee3ce4b878a26,smart-contract-sanctuary-ethereum/contracts/mainnet/94/946cd42a99635e5f3ad891a2636ee3ce4b878a26_InitializableProductProxy.sol
94.03,72.79,0x3c4ce67bf86601921557f8a13864a9069d56389f,smart-contract-sanctuary-ethereum/contracts/mainnet/3c/3c4ce67bf86601921557f8a13864a9069d56389f_TetherToken.sol
94.03,74.85,0x5567ee920f7e62274284985d793344351a00142b,smart-contract-sanctuary-ethereum/contracts/mainnet/55/5567ee920f7e62274284985d793344351a00142b_TokenTransferDelegateImpl.sol
94.03,72.90,0xb5ee67c9a8faf86d968b2d238561c01b823514f5,smart-contract-sanctuary-ethereum/contracts/mainnet/b5/b5ee67c9a8faf86d968b2d238561c01b823514f5_TetherToken.sol
94.03,72.90,0xfc6edbcc2a30466b256e6987bb85d39ea286e9d1,smart-contract-sanctuary-ethereum/contracts/mainnet/fc/fc6edbcc2a30466b256e6987bb85d39ea286e9d1_TetherToken.sol
94.03,73.91,0x17233e07c67d086464fd408148c3abb56245fa64,smart-contract-sanctuary-ethereum/contracts/mainnet/17/17233e07c67d086464fd408148c3abb56245fa64_TokenTransferDelegateImpl.sol
94.03,73.91,0xd22f97bcec8e029e109412763b889fc16c4bca8b,smart-contract-sanctuary-ethereum/contracts/mainnet/d2/d22f97bcec8e029e109412763b889fc16c4bca8b_TokenTransferDelegateImpl.sol
94.03,70.59,0x897c6cf1996edfb2126703dcecf038df646298fa,smart-contract-sanctuary-ethereum/contracts/mainnet/89/897c6cf1996edfb2126703dcecf038df646298fa_TradersWallet.sol
91.04,74.85,0xc787ae8d6560fb77b82f42ced8ed39f94961e304,smart-contract-sanctuary-ethereum/contracts/mainnet/c7/c787ae8d6560fb77b82f42ced8ed39f94961e304_TokenTransferDelegate.sol
91.04,74.85,0x7b126ab811f278f288bf1d62d47334351da20d1d,smart-contract-sanctuary-ethereum/contracts/mainnet/7b/7b126ab811f278f288bf1d62d47334351da20d1d_TokenTransferDelegate.sol
