File Path,N-gram Execution Time,N-gram Retrieved Records,Levenshtein Execution Time,Levenshtein Retrieved Records
ethereum_stack_exchange/successfully_parsed/11831_2.sol,1.0183992385864258,1000,0.2854306697845459,0
ethereum_stack_exchange/successfully_parsed/140752_0.sol,2.5885703563690186,1000,0.865192174911499,0
ethereum_stack_exchange/successfully_parsed/133547_0.sol,14.450058221817017,1000,6.415487051010132,0
ethereum_stack_exchange/successfully_parsed/119096_0.sol,0.8853185176849365,1000,0.6699609756469727,0
ethereum_stack_exchange/successfully_parsed/97832_0.sol,0.46774768829345703,1000,0.12242937088012695,0
ethereum_stack_exchange/successfully_parsed/96337_0.sol,0.3443765640258789,1000,0.1091306209564209,12
ethereum_stack_exchange/successfully_parsed/119978_0.sol,0.19770121574401855,1000,0.18197202682495117,0
ethereum_stack_exchange/successfully_parsed/88077_1.sol,0.004631519317626953,0,2.384185791015625e-07,0
ethereum_stack_exchange/successfully_parsed/121451_0.sol,2.7633988857269287,1000,0.6557056903839111,0
ethereum_stack_exchange/successfully_parsed/8539_0.sol,0.7821929454803467,1000,0.7190530300140381,0
ethereum_stack_exchange/successfully_parsed/64074_0.sol,0.5784437656402588,1000,0.15465259552001953,0
ethereum_stack_exchange/successfully_parsed/50965_0.sol,0.6199359893798828,11,0.007223606109619141,0
ethereum_stack_exchange/successfully_parsed/124345_2.sol,1.7140026092529297,1000,1.970757007598877,0
ethereum_stack_exchange/successfully_parsed/113394_0.sol,0.18339991569519043,1000,0.2807130813598633,0
ethereum_stack_exchange/successfully_parsed/71420_0.sol,0.2600522041320801,1000,0.42308497428894043,0
ethereum_stack_exchange/successfully_parsed/47245_0.sol,0.43676209449768066,1000,0.19889402389526367,106
ethereum_stack_exchange/successfully_parsed/147660_0.sol,0.002520322799682617,0,2.384185791015625e-07,0
ethereum_stack_exchange/successfully_parsed/2070_0.sol,0.6743712425231934,1000,1.5054478645324707,0
ethereum_stack_exchange/successfully_parsed/23945_2.sol,0.20234370231628418,1000,0.1658327579498291,267
ethereum_stack_exchange/successfully_parsed/107426_2.sol,1.7995538711547852,1000,1.2120764255523682,0
ethereum_stack_exchange/successfully_parsed/140363_1.sol,2.7081429958343506,1000,2.4984138011932373,0
ethereum_stack_exchange/successfully_parsed/12097_3.sol,0.509655237197876,1000,1.0033178329467773,0
ethereum_stack_exchange/successfully_parsed/8395_0.sol,0.6484460830688477,1000,1.230785846710205,0
ethereum_stack_exchange/successfully_parsed/121778_0.sol,0.2910304069519043,1000,0.12798094749450684,593
ethereum_stack_exchange/successfully_parsed/61348_0.sol,0.2835812568664551,1000,0.31275129318237305,6
ethereum_stack_exchange/successfully_parsed/128495_0.sol,0.4013054370880127,1000,0.29689717292785645,0
ethereum_stack_exchange/successfully_parsed/125175_1.sol,0.17384767532348633,1000,0.44322943687438965,0
ethereum_stack_exchange/successfully_parsed/42715_1.sol,0.0776667594909668,1000,0.09870076179504395,0
ethereum_stack_exchange/successfully_parsed/102246_0.sol,1.257436990737915,1000,0.5968890190124512,0
ethereum_stack_exchange/successfully_parsed/125768_1.sol,0.2621729373931885,1000,0.1051626205444336,1
ethereum_stack_exchange/successfully_parsed/34642_1.sol,0.48898744583129883,1000,0.09280705451965332,2
ethereum_stack_exchange/successfully_parsed/59103_0.sol,0.9449770450592041,38,0.4256584644317627,0
ethereum_stack_exchange/successfully_parsed/87091_2.sol,0.19929146766662598,1000,0.42279505729675293,909
ethereum_stack_exchange/successfully_parsed/115075_1.sol,0.2995412349700928,1000,0.2986941337585449,59
ethereum_stack_exchange/successfully_parsed/52847_0.sol,0.47071361541748047,1000,0.3286252021789551,0
ethereum_stack_exchange/successfully_parsed/21155_0.sol,0.7826552391052246,25,0.036467552185058594,0
ethereum_stack_exchange/successfully_parsed/59010_1.sol,0.4667503833770752,1000,0.11232614517211914,959
ethereum_stack_exchange/successfully_parsed/23696_1.sol,0.610365629196167,1000,0.2831757068634033,2
ethereum_stack_exchange/successfully_parsed/134995_0.sol,0.3216559886932373,1000,0.15565252304077148,0
ethereum_stack_exchange/successfully_parsed/127496_1.sol,0.2994065284729004,1000,0.19265151023864746,507
ethereum_stack_exchange/successfully_parsed/71917_0.sol,0.378741979598999,1000,0.5390849113464355,0
ethereum_stack_exchange/successfully_parsed/77273_3.sol,0.521327018737793,1000,0.40479063987731934,0
ethereum_stack_exchange/successfully_parsed/25068_1.sol,0.4961087703704834,1000,0.6090962886810303,0
ethereum_stack_exchange/successfully_parsed/84753_1.sol,0.4439828395843506,1000,0.17551231384277344,0
ethereum_stack_exchange/successfully_parsed/62754_0.sol,0.874392032623291,1000,1.1439933776855469,0
ethereum_stack_exchange/successfully_parsed/121924_0.sol,0.002463817596435547,0,4.76837158203125e-07,0
ethereum_stack_exchange/successfully_parsed/52444_2.sol,0.19053220748901367,1000,0.14227676391601562,95
ethereum_stack_exchange/successfully_parsed/96510_0.sol,0.6622803211212158,26,0.01544046401977539,0
ethereum_stack_exchange/successfully_parsed/13677_0.sol,0.23025012016296387,1000,1.1132152080535889,0
ethereum_stack_exchange/successfully_parsed/7373_0.sol,0.0021600723266601562,0,2.384185791015625e-07,0
ethereum_stack_exchange/successfully_parsed/108184_0.sol,0.24175477027893066,1000,0.22944951057434082,0
ethereum_stack_exchange/successfully_parsed/106279_1.sol,0.12964987754821777,1000,0.3451254367828369,0
ethereum_stack_exchange/successfully_parsed/23937_1.sol,0.7632768154144287,1000,0.2524735927581787,0
ethereum_stack_exchange/successfully_parsed/20972_1.sol,0.5073578357696533,1000,1.1617553234100342,0
ethereum_stack_exchange/successfully_parsed/114782_0.sol,0.6815316677093506,1000,0.43915462493896484,0
ethereum_stack_exchange/successfully_parsed/122840_1.sol,0.22325897216796875,1000,0.23163461685180664,0
ethereum_stack_exchange/successfully_parsed/84632_0.sol,0.42362284660339355,1000,0.2680375576019287,9
ethereum_stack_exchange/successfully_parsed/143077_0.sol,0.2516138553619385,1000,0.1700608730316162,0
ethereum_stack_exchange/successfully_parsed/112382_0.sol,2.843505859375,1000,0.643996000289917,974
ethereum_stack_exchange/successfully_parsed/135109_0.sol,0.9221911430358887,1000,0.31126999855041504,31
ethereum_stack_exchange/successfully_parsed/129959_2.sol,0.09346842765808105,1000,0.09352993965148926,659
ethereum_stack_exchange/successfully_parsed/103824_0.sol,0.4096109867095947,1000,0.17808198928833008,0
ethereum_stack_exchange/successfully_parsed/113716_0.sol,0.0031952857971191406,0,4.76837158203125e-07,0
ethereum_stack_exchange/successfully_parsed/138369_2.sol,0.003067493438720703,0,4.76837158203125e-07,0
ethereum_stack_exchange/successfully_parsed/83470_1.sol,1.177929162979126,1000,0.5468275547027588,0
ethereum_stack_exchange/successfully_parsed/23302_0.sol,0.5115180015563965,1000,0.41275453567504883,0
ethereum_stack_exchange/successfully_parsed/10724_2.sol,0.4560542106628418,1000,0.42983436584472656,0
ethereum_stack_exchange/successfully_parsed/56369_5.sol,0.22995615005493164,1000,0.3811464309692383,0
ethereum_stack_exchange/successfully_parsed/99478_0.sol,0.7529783248901367,1000,0.26938390731811523,0
ethereum_stack_exchange/successfully_parsed/126911_0.sol,0.4256453514099121,1000,0.3702883720397949,0
ethereum_stack_exchange/successfully_parsed/145340_1.sol,0.440385103225708,1000,0.15051865577697754,40
ethereum_stack_exchange/successfully_parsed/45277_0.sol,0.5529656410217285,1000,1.6066961288452148,0
ethereum_stack_exchange/successfully_parsed/116750_1.sol,0.07344484329223633,1000,0.11576724052429199,1
ethereum_stack_exchange/successfully_parsed/18003_4.sol,1.879810094833374,1000,4.5131731033325195,0
ethereum_stack_exchange/successfully_parsed/47217_0.sol,0.3132920265197754,1000,0.13373017311096191,0
ethereum_stack_exchange/successfully_parsed/143435_0.sol,0.20574283599853516,1000,0.4083437919616699,0
ethereum_stack_exchange/successfully_parsed/83612_1.sol,0.5288515090942383,1000,0.15436172485351562,0
ethereum_stack_exchange/successfully_parsed/52039_0.sol,0.2674984931945801,1000,0.3843848705291748,27
ethereum_stack_exchange/successfully_parsed/29273_3.sol,0.5640923976898193,1000,0.5073683261871338,0
ethereum_stack_exchange/successfully_parsed/89751_0.sol,0.3520991802215576,1000,0.3129866123199463,0
ethereum_stack_exchange/successfully_parsed/33676_0.sol,0.1510775089263916,1000,0.21404457092285156,806
ethereum_stack_exchange/successfully_parsed/122297_0.sol,0.2706160545349121,1000,0.718297004699707,0
ethereum_stack_exchange/successfully_parsed/114385_1.sol,0.15063953399658203,1000,0.09993243217468262,257
ethereum_stack_exchange/successfully_parsed/40884_0.sol,0.0026307106018066406,0,2.384185791015625e-07,0
ethereum_stack_exchange/successfully_parsed/96529_0.sol,0.3252403736114502,1000,0.333449125289917,0
ethereum_stack_exchange/successfully_parsed/102230_0.sol,0.6580314636230469,1000,0.1998889446258545,0
ethereum_stack_exchange/successfully_parsed/19213_0.sol,4.9308247566223145,1000,2.467994213104248,0
ethereum_stack_exchange/successfully_parsed/27884_0.sol,0.3741128444671631,1000,0.16163110733032227,0
ethereum_stack_exchange/successfully_parsed/77862_1.sol,0.5685813426971436,1000,0.2581198215484619,0
ethereum_stack_exchange/successfully_parsed/30126_3.sol,1.4642696380615234,1000,1.3517136573791504,0
ethereum_stack_exchange/successfully_parsed/57910_2.sol,0.14505863189697266,1000,0.3553187847137451,0
ethereum_stack_exchange/successfully_parsed/38346_1.sol,0.5039188861846924,1000,0.27274322509765625,0
ethereum_stack_exchange/successfully_parsed/84923_0.sol,0.5563039779663086,1000,0.7160120010375977,0
ethereum_stack_exchange/successfully_parsed/89873_0.sol,0.6541423797607422,1000,0.5584895610809326,0
