File Path,N-gram Execution Time,N-gram Retrieved Records,Levenshtein Execution Time,Levenshtein Retrieved Records
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/62073437_3.sol,0.8284769058227539,1000,0.08371496200561523,26
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/69980825_0.sol,3.130614995956421,701,0.32613301277160645,0
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/51748576_1.sol,8.077777862548828,1000,1.2061960697174072,999
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/67485324_0.sol,38.64612793922424,1000,1.2999272346496582,1000
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/72754586_1.sol,8.703022956848145,1000,0.10168123245239258,0
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/70084327_0.sol,9.731074810028076,1000,0.17691493034362793,8
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/67497195_0.sol,6.5789971351623535,1000,0.05069708824157715,2
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/71878595_0.sol,3.2841720581054688,1000,0.3107120990753174,0
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/44330674_0.sol,5.301815032958984,1000,0.08732008934020996,860
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/70148129_0.sol,4.003518104553223,1000,0.11725997924804688,278
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/70580169_1.sol,0.039920806884765625,0,0.0,0
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/71281058_0.sol,6.4932732582092285,1000,0.17230963706970215,446
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/72592368_1.sol,5.748495817184448,1000,0.7644500732421875,0
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/72941096_0.sol,5.011698961257935,1000,0.07895827293395996,200
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/66615413_0.sol,4.181713104248047,1000,0.20635986328125,0
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/68909034_0.sol,10.638161897659302,1000,1.8599720001220703,0
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/74965583_2.sol,0.0408627986907959,0,0.0,0
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/50441273_1.sol,2.940274953842163,1000,0.19172358512878418,178
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/62224892_0.sol,2.720075845718384,1000,0.11118698120117188,5
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/74834523_0.sol,5.039237022399902,1000,0.414700984954834,0
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/67649569_0.sol,2.2554562091827393,1000,0.05346798896789551,391
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/66735307_3.sol,1.8909008502960205,1000,0.09950470924377441,0
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/62222704_1.sol,2.8968870639801025,1000,0.06866717338562012,3
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/71157544_0.sol,1.9393353462219238,1000,0.05268096923828125,55
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/70243534_0.sol,2.4106011390686035,1000,0.258375883102417,120
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/57690326_1.sol,1.1099216938018799,1000,0.08964896202087402,46
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/68900508_1.sol,3.5992839336395264,895,0.2758982181549072,0
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/72254289_3.sol,1.497602939605713,1000,0.058802127838134766,691
../../data-collection/snippets/parser/snippet_parser/stack_overflow/successfully_parsed/67771519_1.sol,6.905834913253784,1000,1.007646083831787,0
