N-gram Similarity,Levenshtein Similarity,Contract Address,File Path
77.27,78.79,0x4b1a0f812cc8d22974ee62f3184f5783e73adf5c,smart-contract-sanctuary-ethereum/contracts/mainnet/4b/4b1a0f812cc8d22974ee62f3184f5783e73adf5c_Doneth.sol
63.64,70.61,0x955b9dBc6c00d136FeE91698180A5b037E0f31F6,smart-contract-sanctuary-ethereum/contracts/mainnet/95/955b9dBc6c00d136FeE91698180A5b037E0f31F6_SafePaymentVault.sol
63.64,70.61,0x9daB7c92D25064F41C7196cF2CD69a0DD935A2b3,smart-contract-sanctuary-ethereum/contracts/mainnet/9d/9daB7c92D25064F41C7196cF2CD69a0DD935A2b3_SafePaymentVault.sol
