N-gram Similarity,Levenshtein Similarity,Contract Address,File Path
92.31,89.80,0xf41624c6465e57a0dca498ef0b62f07cbaab09ca,smart-contract-sanctuary-ethereum/contracts/mainnet/f4/f41624c6465e57a0dca498ef0b62f07cbaab09ca_MelonWallet.sol
92.31,92.86,0xbda6b8db38a9af49f1e57d6f91e114e7e5d80dd4,smart-contract-sanctuary-ethereum/contracts/mainnet/bd/bda6b8db38a9af49f1e57d6f91e114e7e5d80dd4_MyToken.sol
76.92,78.57,0xf5ba8a8c87f976b79b17ccd25ee8dc2f8e82fb59,smart-contract-sanctuary-ethereum/contracts/mainnet/f5/f5ba8a8c87f976b79b17ccd25ee8dc2f8e82fb59_TokenERC20.sol
76.92,85.71,0x16cfdd5effccd86a1f06bffd6bdd45e3609bbef4,smart-contract-sanctuary-ethereum/contracts/mainnet/16/16cfdd5effccd86a1f06bffd6bdd45e3609bbef4_jvCoin.sol
76.92,78.57,0xb0114d324dc65cfeb3cc0b1832e29028fe47c95d,smart-contract-sanctuary-ethereum/contracts/mainnet/b0/b0114d324dc65cfeb3cc0b1832e29028fe47c95d_Qbitcoin.sol
76.92,78.57,0xbed9ed7c86fab36d25f2759856d1d9fcc98a5837,smart-contract-sanctuary-ethereum/contracts/mainnet/be/bed9ed7c86fab36d25f2759856d1d9fcc98a5837_MyDanaToken.sol
76.92,73.63,0x5B84a1884e4Def93D70D54027BaD3331220FEBC5,smart-contract-sanctuary-ethereum/contracts/mainnet/5b/5B84a1884e4Def93D70D54027BaD3331220FEBC5_MyToken.sol
76.92,78.57,0xf92cb29e36f45da1f5cc166a3b099b7769ada4ca,smart-contract-sanctuary-ethereum/contracts/mainnet/f9/f92cb29e36f45da1f5cc166a3b099b7769ada4ca_AviaC01n.sol
76.92,78.57,0xceecfbc212b2dcc94e83bbdd3c75b44d37b539d1,smart-contract-sanctuary-ethereum/contracts/mainnet/ce/ceecfbc212b2dcc94e83bbdd3c75b44d37b539d1_ClockMint.sol
76.92,78.57,0xa29B2C039a4dC6742F20873D21aFBF3ddaC95D1C,smart-contract-sanctuary-ethereum/contracts/mainnet/a2/a29B2C039a4dC6742F20873D21aFBF3ddaC95D1C_WideEnergy.sol
76.92,78.57,0x149c45909e8467d286a7cbde9a294d7b9726aa94,smart-contract-sanctuary-ethereum/contracts/mainnet/14/149c45909e8467d286a7cbde9a294d7b9726aa94_ECNcoin.sol
76.92,78.57,0x62e9ce974213c04bbf97dee1e15f1a0b9df7274c,smart-contract-sanctuary-ethereum/contracts/mainnet/62/62e9ce974213c04bbf97dee1e15f1a0b9df7274c_WideEnergy.sol
76.92,78.57,0xce7977b0f09af18aba7b35042b9866f4a8b86699,smart-contract-sanctuary-ethereum/contracts/mainnet/ce/ce7977b0f09af18aba7b35042b9866f4a8b86699_OHGVientiane.sol
76.92,78.57,0x58dd5938fcf1cbb4e53c0ac810c0a7c57ca2f109,smart-contract-sanctuary-ethereum/contracts/mainnet/58/58dd5938fcf1cbb4e53c0ac810c0a7c57ca2f109_ESEVENTYSEVEN.sol
76.92,78.57,0x38fed0a5979e47232834a728428c97313d2535dd,smart-contract-sanctuary-ethereum/contracts/mainnet/38/38fed0a5979e47232834a728428c97313d2535dd_OrpheusOrganicsThailand.sol
76.92,78.57,0xe1b3261999df08497c3b1dead7427bb77af311af,smart-contract-sanctuary-ethereum/contracts/mainnet/e1/e1b3261999df08497c3b1dead7427bb77af311af_OrpheusOrganicsThailand.sol
76.92,78.57,0x963c69cca9b9193581ea100bc2ca31322e30d463,smart-contract-sanctuary-ethereum/contracts/mainnet/96/963c69cca9b9193581ea100bc2ca31322e30d463_OHGLuangPrabang.sol
76.92,78.57,0x908c44d44334a9c70e28f3a15a737b550ca34abe,smart-contract-sanctuary-ethereum/contracts/mainnet/90/908c44d44334a9c70e28f3a15a737b550ca34abe_BEECASHBACKHOME.sol
76.92,78.57,0x2b27bf565593da4c3689207175e91b1c15e4792a,smart-contract-sanctuary-ethereum/contracts/mainnet/2b/2b27bf565593da4c3689207175e91b1c15e4792a_DYCOIN.sol
76.92,78.57,0x69cc9be8e03a11fc0707666d5ce64508047de2b1,smart-contract-sanctuary-ethereum/contracts/mainnet/69/69cc9be8e03a11fc0707666d5ce64508047de2b1_QatarCoin.sol
76.92,78.57,0x92a3e244d11eca878c7fea4788325d0e6c3d29f5,smart-contract-sanctuary-ethereum/contracts/mainnet/92/92a3e244d11eca878c7fea4788325d0e6c3d29f5_OrpheusBlockChainCitySiam.sol
76.92,78.57,0xd4f31379993e4a05d069ccfc906231f0084aa489,smart-contract-sanctuary-ethereum/contracts/mainnet/d4/d4f31379993e4a05d069ccfc906231f0084aa489_OEBCBank.sol
76.92,78.57,0x1b813f84874f1f9bf706c74a2eb9fb2454b4830f,smart-contract-sanctuary-ethereum/contracts/mainnet/1b/1b813f84874f1f9bf706c74a2eb9fb2454b4830f_NDCOIN.sol
76.92,78.57,0xc5d275df1b6176d732aeb4a234e905c002424ec7,smart-contract-sanctuary-ethereum/contracts/mainnet/c5/c5d275df1b6176d732aeb4a234e905c002424ec7_DYCOIN.sol
76.92,78.57,0x81f284d04e151362199db299490da3036765fee7,smart-contract-sanctuary-ethereum/contracts/mainnet/81/81f284d04e151362199db299490da3036765fee7_QatarCoin.sol
76.92,78.57,0xb39ce01372db6b36679f6e26c7f7882097b7fe80,smart-contract-sanctuary-ethereum/contracts/mainnet/b3/b39ce01372db6b36679f6e26c7f7882097b7fe80_OCTWasteToEnergyJV.sol
76.92,78.57,0xedf727c65b0616b2c68bc9276d41c77519ae7020,smart-contract-sanctuary-ethereum/contracts/mainnet/ed/edf727c65b0616b2c68bc9276d41c77519ae7020_OrpheusOrganicsLaos.sol
76.92,78.57,0xed0d530e982c5a15b4fcf419ce189e6a734c37ea,smart-contract-sanctuary-ethereum/contracts/mainnet/ed/ed0d530e982c5a15b4fcf419ce189e6a734c37ea_OHGRiverResort.sol
76.92,78.57,0x9511e4c6648be24d93768930c4b55f1e65d53d5c,smart-contract-sanctuary-ethereum/contracts/mainnet/95/9511e4c6648be24d93768930c4b55f1e65d53d5c_OrpheusRoyalSiamRailways.sol
76.92,78.57,0x7a04205b75b55bc65ba7e9f2ef977034ca14db3b,smart-contract-sanctuary-ethereum/contracts/mainnet/7a/7a04205b75b55bc65ba7e9f2ef977034ca14db3b_OrpheusMarinaBangkok.sol
